current_wrestling_style,weight_class,ranking,full_name,url
Freestyle,86 kg,31,Jayden Alexander LAWRENCE,https://uww.org/athletes-results/lawrence-jayden-alexander-13136-profile
Freestyle,86 kg,32,Uri KALASHNIKOV,https://uww.org/athletes-results/kalashnikov-uri-10661-profile
Freestyle,86 kg,33,Alans AMIROVS,https://uww.org/athletes-results/amirovs-alans-1544-profile
Freestyle,86 kg,34,Vladimeri GAMKRELIDZE,https://uww.org/athletes-results/gamkrelidze-vladimeri-7490-profile
Freestyle,86 kg,35,Ben Michael THERON,https://uww.org/athletes-results/theron-ben-michael-75966-profile
Freestyle,86 kg,36,Aron CANEVA,https://uww.org/athletes-results/caneva-aron-4352-profile
Freestyle,86 kg,37,Pedro Francisco CEBALLOS FUENTES,https://uww.org/athletes-results/ceballos-fuentes-pedro-francisco-4480-profile
Freestyle,86 kg,38,Maxwell Ray DEAN,https://uww.org/athletes-results/dean-maxwell-ray-5583-profile
Freestyle,86 kg,39,Ethan Adrian RAMOS,https://uww.org/athletes-results/ramos-ethan-adrian-18792-profile
Freestyle,86 kg,40,Deepak PUNIA,https://uww.org/athletes-results/punia-deepak-18475-profile
Freestyle,86 kg,41,Jean David STE MARIE,https://uww.org/athletes-results/ste-marie-jean-david-75909-profile
Freestyle,86 kg,42,Adama SARR,https://uww.org/athletes-results/sarr-adama-195675-profile
Freestyle,86 kg,43,Imed KADDIDI,https://uww.org/athletes-results/kaddidi-imed-10533-profile
Freestyle,86 kg,44,Ivan MASAKWE,https://uww.org/athletes-results/masakwe-ivan-26933-profile
Freestyle,86 kg,45,Rasul TSIKHAYEU,https://uww.org/athletes-results/tsikhayeu-rasul-23158-profile
Freestyle,86 kg,46,Emmanuel LAMPTEY,https://uww.org/athletes-results/lamptey-emmanuel-195689-profile
Freestyle,86 kg,47,Hadi Bakhtiar VAFAEIPOUR,https://uww.org/athletes-results/vafaeipour-hadi-bakhtiar-23675-profile
Freestyle,86 kg,48,Jorge Ivan LLANO,https://uww.org/athletes-results/llano-jorge-ivan-13549-profile
Freestyle,86 kg,49,Tatsuya SHIRAI,https://uww.org/athletes-results/shirai-tatsuya-20891-profile
Freestyle,86 kg,50,Siny SEMBENE,https://uww.org/athletes-results/sembene-siny-188847-profile
Freestyle,86 kg,51,Trent Niemond HIDLAY,https://uww.org/athletes-results/hidlay-trent-niemond-9091-profile
Freestyle,86 kg,52,Samluel FALINA DOGOM,https://uww.org/athletes-results/falina-dogom-samluel-67100-profile
Freestyle,86 kg,53,Saad AMANDAR,https://uww.org/athletes-results/amandar-saad-75335-profile
Freestyle,86 kg,54,Taimuraz FRIEV NASKIDAEVA,https://uww.org/athletes-results/friev-naskidaeva-taimuraz-7283-profile
Freestyle,86 kg,55,Dovletmyrat ORAZGYLYJOV,https://uww.org/athletes-results/orazgylyjov-dovletmyrat-17176-profile
Freestyle,86 kg,56,Domantas PAULIUSCENKO,https://uww.org/athletes-results/pauliuscenko-domantas-31560-profile
Freestyle,86 kg,57,Samuel SCHERRER,https://uww.org/athletes-results/scherrer-samuel-101330-profile
Freestyle,86 kg,58,Sabri MNASRIA,https://uww.org/athletes-results/mnasria-sabri-15317-profile
Freestyle,86 kg,59,Sebastian JEZIERZANSKI,https://uww.org/athletes-results/jezierzanski-sebastian-10299-profile
Freestyle,86 kg,60,Alie SESAY,https://uww.org/athletes-results/sesay-alie-20487-profile
Freestyle,86 kg,61,Akhsarbek GULAEV,https://uww.org/athletes-results/gulaev-akhsarbek-8389-profile
Freestyle,86 kg,62,Aimar ANDRUSE,https://uww.org/athletes-results/andruse-aimar-1653-profile
Freestyle,86 kg,63,Valentyn BABII,https://uww.org/athletes-results/babii-valentyn-2422-profile
Freestyle,86 kg,64,Mukhammed ALIIEV,https://uww.org/athletes-results/aliiev-mukhammed-1164-profile
Freestyle,86 kg,65,Yurieski TORREBLANCA QUERALTA,https://uww.org/athletes-results/torreblanca-queralta-yurieski-22973-profile
Freestyle,86 kg,66,Peilong LI,https://uww.org/athletes-results/li-peilong-185072-profile
Freestyle,86 kg,67,Pool Edinson AMBROCIO GREIFO,https://uww.org/athletes-results/ambrocio-greifo-pool-edinson-1494-profile
Freestyle,86 kg,68,Atai IZABEKOV,https://uww.org/athletes-results/izabekov-atai-25865-profile
Freestyle,86 kg,69,Kevin Ozmar DE LEON TREVINO,https://uww.org/athletes-results/de-leon-trevino-kevin-ozmar-5544-profile
Freestyle,86 kg,70,Batbilguun NAADAMBAT,https://uww.org/athletes-results/naadambat-batbilguun-72575-profile
Freestyle,86 kg,71,Elias Lauofo VAOIFI,https://uww.org/athletes-results/vaoifi-elias-lauofo-23780-profile
Freestyle,86 kg,72,Bobur ISLOMOV,https://uww.org/athletes-results/islomov-bobur-9852-profile
Freestyle,86 kg,73,Gyeongyeon LEE,https://uww.org/athletes-results/lee-gyeongyeon-13200-profile
Freestyle,86 kg,74,Pedro Samuel GONCALVES DA SILVA,https://uww.org/athletes-results/goncalves-da-silva-pedro-samuel-69874-profile
Freestyle,86 kg,75,Mohamed CAMARA,https://uww.org/athletes-results/camara-mohamed-195655-profile
Freestyle,86 kg,76,Lawateli Evariste Rakiswende KOUSSE,https://uww.org/athletes-results/kousse-lawateli-evariste-rakiswende-189265-profile
Freestyle,86 kg,77,Machiel Johannes GROBLER,https://uww.org/athletes-results/grobler-machiel-johannes-8300-profile
Freestyle,86 kg,78,Eduardo Ivan GAJARDO MENESES,https://uww.org/athletes-results/gajardo-meneses-eduardo-ivan-7435-profile
Freestyle,86 kg,79,Mustafa Abdulbasit Abd U AL OBAIDI,https://uww.org/athletes-results/al-obaidi-mustafa-abdulbasit-abd-u-67301-profile
Freestyle,86 kg,80,Ricktak Israel IBAN JR,https://uww.org/athletes-results/iban-jr-ricktak-israel-184070-profile
Freestyle,86 kg,81,Patrik Janos MEZEI,https://uww.org/athletes-results/mezei-patrik-janos-15049-profile
Freestyle,86 kg,82,Sandeep Singh MANN,https://uww.org/athletes-results/mann-sandeep-singh-14330-profile
Freestyle,86 kg,83,Jose Romeo SANCHEZ,https://uww.org/athletes-results/sanchez-jose-romeo-193144-profile
Freestyle,86 kg,84,Firmin TOSSE,https://uww.org/athletes-results/tosse-firmin-196280-profile
Freestyle,86 kg,85,Pedro Levi Ndong MESII NZANG,https://uww.org/athletes-results/mesii-nzang-pedro-levi-ndong-195859-profile
Freestyle,86 kg,86,Haider Ali BUTT,https://uww.org/athletes-results/butt-haider-ali-77878-profile
Freestyle,86 kg,87,Vuthy HENG,https://uww.org/athletes-results/heng-vuthy-9001-profile
Freestyle,86 kg,88,Patrik PUESPOEKI,https://uww.org/athletes-results/puespoeki-patrik-27562-profile
Freestyle,92 kg,2,Miriani Maisuradze,https://uww.org/athletes-results/maisuradze-miriani-166202-profile
Freestyle,92 kg,1,Feyzullah Akturk,https://uww.org/athletes-results/akturk-feyzullah-839-profile
Freestyle,92 kg,3,Rizabek Aitmukhan,https://uww.org/athletes-results/aitmukhan-rizabek-135794-profile
Freestyle,92 kg,4,Osman NURMAGOMEDOV,https://uww.org/athletes-results/nurmagomedov-osman-51725-profile
Freestyle,92 kg,5,Zahid VALENCIA,https://uww.org/athletes-results/valencia-zahid-131744-profile
Freestyle,92 kg,6,Denys SAHALIUK,https://uww.org/athletes-results/sahaliuk-denys-19685-profile
Freestyle,92 kg,7,Arash YOSHIDA,https://uww.org/athletes-results/yoshida-arash-186273-profile
Freestyle,92 kg,8,Balazs Attila JUHASZ,https://uww.org/athletes-results/juhasz-balazs-attila-29863-profile
Freestyle,92 kg,9,Pruthviraj Babasaheb PATIL,https://uww.org/athletes-results/patil-pruthviraj-babasaheb-72603-profile
Freestyle,92 kg,10,Amirali Hamid AZARPIRA,https://uww.org/athletes-results/azarpira-amirali-hamid-2328-profile
Freestyle,92 kg,11,Akhmed Adamovich MAGAMAEV,https://uww.org/athletes-results/magamaev-akhmed-adamovich-13880-profile
Freestyle,92 kg,12,Vladislav VALIEV,https://uww.org/athletes-results/valiev-vladislav-26917-profile
Freestyle,92 kg,13,Nathan Dyamin JACKSON,https://uww.org/athletes-results/jackson-nathan-dyamin-10071-profile
Freestyle,92 kg,14,Boris MAKOEV,https://uww.org/athletes-results/makoev-boris-14076-profile
Freestyle,92 kg,15,Magomed Guseynovitch KURBANOV,https://uww.org/athletes-results/kurbanov-magomed-guseynovitch-26905-profile
Freestyle,92 kg,16,Amirhossein Biglar FIROUZPOURBANDPEI,https://uww.org/athletes-results/firouzpourbandpei-amirhossein-biglar-7147-profile
Freestyle,92 kg,17,Andrian GROSUL,https://uww.org/athletes-results/grosul-andrian-8309-profile
Freestyle,92 kg,18,Redjep HAJDARI,https://uww.org/athletes-results/hajdari-redjep-8631-profile
Freestyle,92 kg,19,Gankhuyag GANBAATAR,https://uww.org/athletes-results/ganbaatar-gankhuyag-7501-profile
Freestyle,92 kg,20,Yaraslau IADKOUSKI,https://uww.org/athletes-results/iadkouski-yaraslau-9457-profile
Freestyle,92 kg,21,Knyaz IBOYAN,https://uww.org/athletes-results/iboyan-knyaz-9503-profile
Freestyle,92 kg,22,Sherzod POYONOV,https://uww.org/athletes-results/poyonov-sherzod-77838-profile
Freestyle,92 kg,23,Rustam SHODIEV,https://uww.org/athletes-results/shodiev-rustam-20926-profile
Freestyle,92 kg,24,Magomed Magomed R SHARIPOV,https://uww.org/athletes-results/sharipov-magomed-magomed-r-182425-profile
Freestyle,92 kg,25,Batzul DAMJIN,https://uww.org/athletes-results/damjin-batzul-5343-profile
Freestyle,92 kg,26,Andro MARGISHVILI,https://uww.org/athletes-results/margishvili-andro-14452-profile
Freestyle,92 kg,27,Zoltan SZEP,https://uww.org/athletes-results/szep-zoltan-195469-profile
Freestyle,92 kg,28,Hajy RAJABAU,https://uww.org/athletes-results/rajabau-hajy-18679-profile
Freestyle,92 kg,29,Joshua Philipp David MORODION,https://uww.org/athletes-results/morodion-joshua-philipp-david-15604-profile
Freestyle,92 kg,30,Xiao SUN,https://uww.org/athletes-results/sun-xiao-21958-profile
Freestyle,92 kg,31,Uri KALASHNIKOV,https://uww.org/athletes-results/kalashnikov-uri-10661-profile
Freestyle,92 kg,32,Ivars SAMUSONOKS,https://uww.org/athletes-results/samusonoks-ivars-19924-profile
Freestyle,92 kg,33,Mohamed Mostafa Aly Elshamy SALAHELDIN,https://uww.org/athletes-results/salaheldin-mohamed-mostafa-aly-elshamy-19789-profile
Freestyle,92 kg,34,Nurtilek KARYPBAEV,https://uww.org/athletes-results/karypbaev-nurtilek-11067-profile
Freestyle,92 kg,35,Suhe GANG,https://uww.org/athletes-results/gang-suhe-7517-profile
Freestyle,92 kg,36,Eric Edward SCHULTZ JR,https://uww.org/athletes-results/schultz-jr-eric-edward-183886-profile
Freestyle,92 kg,37,Adilet DAVLUMBAYEV,https://uww.org/athletes-results/davlumbayev-adilet-5498-profile
Freestyle,92 kg,38,Tejvir Singh BOAL,https://uww.org/athletes-results/boal-tejvir-singh-165300-profile
Freestyle,92 kg,39,Issa RHIMI,https://uww.org/athletes-results/rhimi-issa-195724-profile
Freestyle,92 kg,40,Taylor Andrew LUJAN,https://uww.org/athletes-results/lujan-taylor-andrew-74757-profile
Freestyle,92 kg,41,Issa Abdulsalam Abdulwahhab AL OBAIDI,https://uww.org/athletes-results/al-obaidi-issa-abdulsalam-abdulwahhab-905-profile
Freestyle,92 kg,42,Satoshi MIURA,https://uww.org/athletes-results/miura-satoshi-15285-profile
Freestyle,92 kg,43,Cesar Andres UBICO ESTRADA,https://uww.org/athletes-results/ubico-estrada-cesar-andres-70034-profile
Freestyle,92 kg,44,Yacine LAKROUT,https://uww.org/athletes-results/lakrout-yacine-51658-profile
Freestyle,92 kg,45,Iuza TSERTSVADZE,https://uww.org/athletes-results/tsertsvadze-iuza-23148-profile
Freestyle,92 kg,46,Orazmuhammet HOJALYYEV,https://uww.org/athletes-results/hojalyyev-orazmuhammet-77241-profile
Freestyle,92 kg,47,Vinay VINAY,https://uww.org/athletes-results/vinay-vinay-189834-profile
Freestyle,92 kg,48,Jinmyeong KIM,https://uww.org/athletes-results/kim-jinmyeong-75424-profile
Freestyle,97 kg,2,Akhmed Magomed O Tazhudinov,https://uww.org/athletes-results/tazhudinov-akhmed-magomed-o-182427-profile
Freestyle,97 kg,1,Magomedkhan Magomedovitch Magomedov,https://uww.org/athletes-results/magomedov-magomedkhan-magomedovitch-13929-profile
Freestyle,97 kg,3,Kyle Snyder,https://uww.org/athletes-results/snyder-kyle-21379-profile
Freestyle,97 kg,4,Ibrahim CIFTCI,https://uww.org/athletes-results/ciftci-ibrahim-4963-profile
Freestyle,97 kg,5,Givi MATCHARASHVILI,https://uww.org/athletes-results/matcharashvili-givi-132428-profile
Freestyle,97 kg,6,Erik Sven THIELE,https://uww.org/athletes-results/thiele-erik-sven-22672-profile
Freestyle,97 kg,7,Abdulrashid SADULAEV,https://uww.org/athletes-results/sadulaev-abdulrashid-19592-profile
Freestyle,97 kg,8,Alisher YERGALI,https://uww.org/athletes-results/yergali-alisher-24726-profile
Freestyle,97 kg,9,Zbigniew Mateusz BARANOWSKI,https://uww.org/athletes-results/baranowski-zbigniew-mateusz-2774-profile
Freestyle,97 kg,10,Vlagyiszlav BAJCAJEV,https://uww.org/athletes-results/bajcajev-vlagyiszlav-26964-profile
Freestyle,97 kg,11,Mojtaba Mohammadshafie GOLEIJ,https://uww.org/athletes-results/goleij-mojtaba-mohammadshafie-8044-profile
Freestyle,97 kg,12,Mostafa Aly Elsayed Gabr ELDERS,https://uww.org/athletes-results/elders-mostafa-aly-elsayed-gabr-6526-profile
Freestyle,97 kg,13,Vicky VICKY,https://uww.org/athletes-results/vicky-vicky-73816-profile
Freestyle,97 kg,14,Ahmed Sultanovich BATAEV,https://uww.org/athletes-results/bataev-ahmed-sultanovich-2932-profile
Freestyle,97 kg,15,Cristian Jose SARCO COLMENAREZ,https://uww.org/athletes-results/sarco-colmenarez-cristian-jose-130091-profile
Freestyle,97 kg,16,Batyrbek TSAKULOV,https://uww.org/athletes-results/tsakulov-batyrbek-22527-profile
Freestyle,97 kg,17,Radoslaw BARAN,https://uww.org/athletes-results/baran-radoslaw-2766-profile
Freestyle,97 kg,18,Rizabek AITMUKHAN,https://uww.org/athletes-results/aitmukhan-rizabek-135794-profile
Freestyle,97 kg,19,Amirali Hamid AZARPIRA,https://uww.org/athletes-results/azarpira-amirali-hamid-2328-profile
Freestyle,97 kg,20,Aliaksandr HUSHTYN,https://uww.org/athletes-results/hushtyn-aliaksandr-9428-profile
Freestyle,97 kg,21,Sergey SARGSYAN,https://uww.org/athletes-results/sargsyan-sergey-20067-profile
Freestyle,97 kg,22,Isaac Whitman TRUMBLE,https://uww.org/athletes-results/trumble-isaac-whitman-193403-profile
Freestyle,97 kg,23,Kamran Ghorban GHASEMPOUR,https://uww.org/athletes-results/ghasempour-kamran-ghorban-7825-profile
Freestyle,97 kg,24,Illia ARCHAIA,https://uww.org/athletes-results/archaia-illia-28635-profile
Freestyle,97 kg,25,Pape NDIAYE,https://uww.org/athletes-results/ndiaye-pape-195669-profile
Freestyle,97 kg,26,Maxwell Lemar LACEY GARITA,https://uww.org/athletes-results/lacey-garita-maxwell-lemar-75256-profile
Freestyle,97 kg,27,Erhan YAYLACI,https://uww.org/athletes-results/yaylaci-erhan-24661-profile
Freestyle,97 kg,28,Lukas KRASAUSKAS,https://uww.org/athletes-results/krasauskas-lukas-12480-profile
Freestyle,97 kg,29,Carlos Hernan ANGULO MURILLO,https://uww.org/athletes-results/angulo-murillo-carlos-hernan-74554-profile
Freestyle,97 kg,30,Radu LEFTER,https://uww.org/athletes-results/lefter-radu-13259-profile
Freestyle,97 kg,31,Abdelrahman Ibrahim Labib ABOUHEIBA,https://uww.org/athletes-results/abouheiba-abdelrahman-ibrahim-labib-51438-profile
Freestyle,97 kg,32,Arturo SILOT TORRES,https://uww.org/athletes-results/silot-torres-arturo-21084-profile
Freestyle,97 kg,33,Mamuka KORDZAIA,https://uww.org/athletes-results/kordzaia-mamuka-26100-profile
Freestyle,97 kg,34,Magomed Idrisovitch IBRAGIMOV,https://uww.org/athletes-results/ibragimov-magomed-idrisovitch-9525-profile
Freestyle,97 kg,35,Franck Lionel ANABA,https://uww.org/athletes-results/anaba-franck-lionel-195053-profile
Freestyle,97 kg,36,Luis Miguel PEREZ SOSA,https://uww.org/athletes-results/perez-sosa-luis-miguel-17913-profile
Freestyle,97 kg,37,Mohammadhossein Askari MOHAMMADIAN,https://uww.org/athletes-results/mohammadian-mohammadhossein-askari-133105-profile
Freestyle,97 kg,38,Wali Eddine KEBIR,https://uww.org/athletes-results/kebir-wali-eddine-11270-profile
Freestyle,97 kg,39,Magomedgadji Omardibirovich NUROV,https://uww.org/athletes-results/nurov-magomedgadji-omardibirovich-16823-profile
Freestyle,97 kg,40,Adlan Bakirsoultanovitch VISKHANOV,https://uww.org/athletes-results/viskhanov-adlan-bakirsoultanovitch-65876-profile
Freestyle,97 kg,41,Amoussou Nicolas CAKPO,https://uww.org/athletes-results/cakpo-amoussou-nicolas-4288-profile
Freestyle,97 kg,42,Aron Isomi MBO,https://uww.org/athletes-results/mbo-aron-isomi-26111-profile
Freestyle,97 kg,43,Georgian Florin TRIPON,https://uww.org/athletes-results/tripon-georgian-florin-23073-profile
Freestyle,97 kg,44,Nishan Preet Singh RANDHAWA,https://uww.org/athletes-results/randhawa-nishan-preet-singh-18826-profile
Freestyle,97 kg,45,Awusayiman HABILA,https://uww.org/athletes-results/habila-awusayiman-8589-profile
Freestyle,97 kg,46,Thomas John Mcglinchey BARNS,https://uww.org/athletes-results/barns-thomas-john-mcglinchey-2836-profile
Freestyle,97 kg,47,Fares YAHI,https://uww.org/athletes-results/yahi-fares-195546-profile
Freestyle,97 kg,48,Andrei Romanovitch ARONOV,https://uww.org/athletes-results/aronov-andrei-romanovitch-1902-profile
Freestyle,97 kg,49,Matias Ignacio URIBE SEPULVEDA,https://uww.org/athletes-results/uribe-sepulveda-matias-ignacio-23565-profile
Freestyle,97 kg,49,Hibiki ITO,https://uww.org/athletes-results/ito-hibiki-9920-profile
Freestyle,97 kg,51,Ailton BRITO ROCHA,https://uww.org/athletes-results/brito-rocha-ailton-3992-profile
Freestyle,97 kg,52,Anas SAMIR,https://uww.org/athletes-results/samir-anas-195635-profile
Freestyle,97 kg,53,Abdel Assad BAH LIMAM,https://uww.org/athletes-results/bah-limam-abdel-assad-192496-profile
Freestyle,97 kg,54,Tuerxunbieke MUHEITE,https://uww.org/athletes-results/muheite-tuerxunbieke-68133-profile
Freestyle,97 kg,55,Riley OTTO,https://uww.org/athletes-results/otto-riley-190018-profile
Freestyle,97 kg,56,Shatlyk HEMELYAYEV,https://uww.org/athletes-results/hemelyayev-shatlyk-54696-profile
Freestyle,97 kg,57,Florian Skilang TEMENGIL,https://uww.org/athletes-results/temengil-florian-skilang-27499-profile
Freestyle,97 kg,58,Abolfazl Davoud BABALOO,https://uww.org/athletes-results/babaloo-abolfazl-davoud-190468-profile
Freestyle,97 kg,59,Marcos Manuel SANTOS BONNET,https://uww.org/athletes-results/santos-bonnet-marcos-manuel-20025-profile
Freestyle,97 kg,60,Emmanuel OSEI SARFO,https://uww.org/athletes-results/osei-sarfo-emmanuel-195695-profile
Freestyle,97 kg,61,Zaur BERADZE,https://uww.org/athletes-results/beradze-zaur-3353-profile
Freestyle,97 kg,62,Jeongwoo PARK,https://uww.org/athletes-results/park-jeongwoo-17651-profile
Freestyle,97 kg,62,Hector Javier GARCIA MORALES,https://uww.org/athletes-results/garcia-morales-hector-javier-184106-profile
Freestyle,97 kg,64,Maulalo Willie Salumalo ALOFIPO,https://uww.org/athletes-results/alofipo-maulalo-willie-salumalo-79602-profile
Freestyle,97 kg,65,Ricardo Adrian BAEZ,https://uww.org/athletes-results/baez-ricardo-adrian-26215-profile
Freestyle,97 kg,66,Batzul ULZIISAIKHAN,https://uww.org/athletes-results/ulziisaikhan-batzul-23510-profile
Freestyle,97 kg,67,Richard VEGH,https://uww.org/athletes-results/vegh-richard-23890-profile
Freestyle,97 kg,68,Makhsud VEYSALOV,https://uww.org/athletes-results/veysalov-makhsud-23960-profile
Freestyle,125 kg,2,Geno Petriashvili,https://uww.org/athletes-results/petriashvili-geno-26026-profile
Freestyle,125 kg,1,Amir Hossein Abbas Zare,https://uww.org/athletes-results/zare-amir-hossein-abbas-25126-profile
Freestyle,125 kg,3,Mason Mark Parris,https://uww.org/athletes-results/parris-mason-mark-17690-profile
Freestyle,125 kg,4,Taha AKGUL,https://uww.org/athletes-results/akgul-taha-26079-profile
Freestyle,125 kg,5,Daniel LIGETI,https://uww.org/athletes-results/ligeti-daniel-13414-profile
Freestyle,125 kg,6,Giorgi MESHVILDISHVILI,https://uww.org/athletes-results/meshvildishvili-giorgi-157724-profile
Freestyle,125 kg,7,Robert BARAN,https://uww.org/athletes-results/baran-robert-2767-profile
Freestyle,125 kg,8,Abdulla KURBANOV,https://uww.org/athletes-results/kurbanov-abdulla-69486-profile
Freestyle,125 kg,9,Zhiwei DENG,https://uww.org/athletes-results/deng-zhiwei-5691-profile
Freestyle,125 kg,10,Aiaal LAZAREV,https://uww.org/athletes-results/lazarev-aiaal-13140-profile
Freestyle,125 kg,11,Jonovan Darius SMITH,https://uww.org/athletes-results/smith-jonovan-darius-159544-profile
Freestyle,125 kg,12,Dzianis KHRAMIANKOU,https://uww.org/athletes-results/khramiankou-dzianis-25870-profile
Freestyle,125 kg,13,Youssif Mohamed Badea HEMIDA,https://uww.org/athletes-results/hemida-youssif-mohamed-badea-8986-profile
Freestyle,125 kg,14,Oleksandr KHOTSIANIVSKYI,https://uww.org/athletes-results/khotsianivskyi-oleksandr-11678-profile
Freestyle,125 kg,15,Ashton Adeyemi Amin MUTUWA,https://uww.org/athletes-results/mutuwa-ashton-adeyemi-amin-195804-profile
Freestyle,125 kg,16,Givi MATCHARASHVILI,https://uww.org/athletes-results/matcharashvili-givi-132428-profile
Freestyle,125 kg,17,Amirreza Fardin MASOUMI VALADI,https://uww.org/athletes-results/masoumi-valadi-amirreza-fardin-71635-profile
Freestyle,125 kg,18,Sardorbek KHOLMATOV,https://uww.org/athletes-results/kholmatov-sardorbek-27000-profile
Freestyle,125 kg,19,Kamil Tomasz KOSCIOLEK,https://uww.org/athletes-results/kosciolek-kamil-tomasz-12325-profile
Freestyle,125 kg,20,Diaaeldin Kamal Gouda ABDELMOTTALEB,https://uww.org/athletes-results/abdelmottaleb-diaaeldin-kamal-gouda-127616-profile
Freestyle,125 kg,21,Jose Daniel DIAZ ROBERTTI,https://uww.org/athletes-results/diaz-robertti-jose-daniel-5811-profile
Freestyle,125 kg,22,Alen KHUBULOV,https://uww.org/athletes-results/khubulov-alen-11694-profile
Freestyle,125 kg,23,Ibrain TORRES ESPINOSA,https://uww.org/athletes-results/torres-espinosa-ibrain-22983-profile
Freestyle,125 kg,24,Abraham De Jesus CONYEDO RUANO,https://uww.org/athletes-results/conyedo-ruano-abraham-de-jesus-5094-profile
Freestyle,125 kg,25,Nicholas Edward GWIAZDOWSKI,https://uww.org/athletes-results/gwiazdowski-nicholas-edward-8554-profile
Freestyle,125 kg,26,Gino AVILA,https://uww.org/athletes-results/avila-gino-2244-profile
Freestyle,125 kg,27,Murazi MCHEDLIDZE,https://uww.org/athletes-results/mchedlidze-murazi-26906-profile
Freestyle,125 kg,28,Richard Phillip Junior DESCHATELETS,https://uww.org/athletes-results/deschatelets-richard-phillip-junior-5732-profile
Freestyle,125 kg,29,Solomon MANASHVILI,https://uww.org/athletes-results/manashvili-solomon-14292-profile
Freestyle,125 kg,30,Alikhan ZHABRAILOV,https://uww.org/athletes-results/zhabrailov-alikhan-25212-profile
Freestyle,125 kg,31,Elison ADAMES GARCIA,https://uww.org/athletes-results/adames-garcia-elison-408-profile
Freestyle,125 kg,32,Aaron Anthony JOHNSON,https://uww.org/athletes-results/johnson-aaron-anthony-73107-profile
Freestyle,125 kg,33,Azamat KHOSONOV,https://uww.org/athletes-results/khosonov-azamat-65402-profile
Freestyle,125 kg,34,Buheeerdun BUHEEERDUN,https://uww.org/athletes-results/buheeerdun-buheeerdun-4095-profile
Freestyle,125 kg,35,Modou FAYE,https://uww.org/athletes-results/faye-modou-188810-profile
Freestyle,125 kg,36,Justin VAN ZYL,https://uww.org/athletes-results/van-zyl-justin-174354-profile
Freestyle,125 kg,37,Shamil Magomed A SHARIPOV,https://uww.org/athletes-results/sharipov-shamil-magomed-a-20687-profile
Freestyle,125 kg,38,Magomedgadzhi NURASULOV,https://uww.org/athletes-results/nurasulov-magomedgadzhi-16754-profile
Freestyle,125 kg,39,Jhoan Andres OCORO PALOMINO,https://uww.org/athletes-results/ocoro-palomino-jhoan-andres-74560-profile
Freestyle,125 kg,40,Yusup BATIRMURZAEV,https://uww.org/athletes-results/batirmurzaev-yusup-2958-profile
Freestyle,125 kg,41,Josue Helaman CAMPOS ARIZPE,https://uww.org/athletes-results/campos-arizpe-josue-helaman-4330-profile
Freestyle,125 kg,42,Vakhit GALAYEV,https://uww.org/athletes-results/galayev-vakhit-66925-profile
Freestyle,125 kg,43,Hemza HALOUI,https://uww.org/athletes-results/haloui-hemza-8682-profile
Freestyle,125 kg,44,Sumit SUMIT,https://uww.org/athletes-results/sumit-sumit-21945-profile
Freestyle,125 kg,45,Amarveer DHESI,https://uww.org/athletes-results/dhesi-amarveer-27485-profile
Freestyle,125 kg,46,Yurii IDZINSKYI,https://uww.org/athletes-results/idzinskyi-yurii-9577-profile
Freestyle,125 kg,47,Marcus Ignatius CARNEY,https://uww.org/athletes-results/carney-marcus-ignatius-195022-profile
Freestyle,125 kg,48,Odgerel BATKHISHIG,https://uww.org/athletes-results/batkhishig-odgerel-195844-profile
Freestyle,125 kg,49,Kumar ANIRUDH,https://uww.org/athletes-results/anirudh-kumar-1690-profile
Freestyle,125 kg,50,Djahid BERRAHAL,https://uww.org/athletes-results/berrahal-djahid-52293-profile
Freestyle,125 kg,51,Georges TCHADIE,https://uww.org/athletes-results/tchadie-georges-189589-profile
Freestyle,125 kg,52,Alagie Malick SANNEH,https://uww.org/athletes-results/sanneh-alagie-malick-195847-profile
Freestyle,125 kg,53,Koki YAMAMOTO,https://uww.org/athletes-results/yamamoto-koki-174736-profile
Freestyle,125 kg,54,Hamza RAHMANI,https://uww.org/athletes-results/rahmani-hamza-26931-profile
Freestyle,125 kg,55,Uiliperefoti Failautusi Tarkong COOPER,https://uww.org/athletes-results/cooper-uiliperefoti-failautusi-tarkong-190695-profile
Freestyle,125 kg,56,Issah FUSEINI,https://uww.org/athletes-results/fuseini-issah-195659-profile
Freestyle,125 kg,57,Gheorghe ERHAN,https://uww.org/athletes-results/erhan-gheorghe-6709-profile
Freestyle,125 kg,58,Maxwell Lemar LACEY GARITA,https://uww.org/athletes-results/lacey-garita-maxwell-lemar-75256-profile
Freestyle,125 kg,58,Ahmed SEREHALI,https://uww.org/athletes-results/serehali-ahmed-20447-profile
Freestyle,125 kg,58,Omar Ihab SAREM,https://uww.org/athletes-results/sarem-omar-ihab-29981-profile
Freestyle,125 kg,61,Gennadij CUDINOVIC,https://uww.org/athletes-results/cudinovic-gennadij-5198-profile
Freestyle,125 kg,62,Gabriel DE SOUSA SILVA,https://uww.org/athletes-results/de-sousa-silva-gabriel-5567-profile
Freestyle,125 kg,63,John Frank Patrick FOLANE,https://uww.org/athletes-results/folane-john-frank-patrick-26121-profile
Freestyle,125 kg,64,Bousseina IDRISS,https://uww.org/athletes-results/idriss-bousseina-192645-profile
Freestyle,125 kg,65,Zaman ANWAR,https://uww.org/athletes-results/anwar-zaman-40129-profile
Freestyle,125 kg,66,Lyova GEVORGYAN,https://uww.org/athletes-results/gevorgyan-lyova-7788-profile
